"Dept.Code","Dept.Name","Org.Level.5.Code","Org.Level.5.Name","Prog.Code","Prog.Name","Fund.Code","Fund.Name","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","X2017.18.Proposed"
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","44G","Affordable Housing Trust Fund (Sch. 6)","006010","Office and Administrative",288
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","46X","CalHome Trust Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","46X","CalHome Trust Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","46X","CalHome Trust Fund (Sch. 29)","003310","Transportation",2
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","46X","CalHome Trust Fund (Sch. 29)","006010","Office and Administrative",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","002120","Printing and Binding",175
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","003040","Contractual Services",305
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","003310","Transportation",513
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","006010","Office and Administrative",307
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","002120","Printing and Binding",421
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","003040","Contractual Services",734
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","003310","Transportation",1234
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","006010","Office and Administrative",738
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","002120","Printing and Binding",109
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","003040","Contractual Services",189
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","003310","Transportation",318
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","006010","Office and Administrative",190
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","001010","Salaries General",1121996
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","002120","Printing and Binding",1411
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","003040","Contractual Services",2458
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","003310","Transportation",4133
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","006010","Office and Administrative",2472
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","001010","Salaries General",746709
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","002120","Printing and Binding",953
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","003040","Contractual Services",1660
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","003310","Transportation",2792
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","006010","Office and Administrative",1670
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","56V","Foreclosure Registry Program Fund (Sch. 29)","001010","Salaries General",67668
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","57D","CRA Non-Housing Bond Proceeds Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","001010","Salaries General",979479
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","002120","Printing and Binding",143
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","003040","Contractual Services",250
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","003310","Transportation",419
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","006010","Office and Administrative",251
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","100","General Fund","001010","Salaries General",88885
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","100","General Fund","003040","Contractual Services",NA
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","240","Housing Production Revolving Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","240","Housing Production Revolving Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","240","Housing Production Revolving Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","240","Housing Production Revolving Fund (Sch. 29)","006010","Office and Administrative",4
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","002120","Printing and Binding",165
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","003040","Contractual Services",120
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","006010","Office and Administrative",591
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","424","Community Development Trust Fund (Sch. 8)","001010","Salaries General",1640161
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","424","Community Development Trust Fund (Sch. 8)","002120","Printing and Binding",2063
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","424","Community Development Trust Fund (Sch. 8)","003040","Contractual Services",1497
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","424","Community Development Trust Fund (Sch. 8)","006010","Office and Administrative",7391
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","428","Community Service Block Grant Trust Fund (Sch. 13)","001010","Salaries General",84543
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","428","Community Service Block Grant Trust Fund (Sch. 13)","002120","Printing and Binding",122
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","428","Community Service Block Grant Trust Fund (Sch. 13)","003040","Contractual Services",88
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","428","Community Service Block Grant Trust Fund (Sch. 13)","006010","Office and Administrative",437
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","002120","Printing and Binding",75
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","003040","Contractual Services",54
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","006010","Office and Administrative",269
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","44G","Affordable Housing Trust Fund (Sch. 6)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","44G","Affordable Housing Trust Fund (Sch. 6)","002120","Printing and Binding",3
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","44G","Affordable Housing Trust Fund (Sch. 6)","003040","Contractual Services",2
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","44G","Affordable Housing Trust Fund (Sch. 6)","006010","Office and Administrative",12
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","45C","Traffic Safety Education Program Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","45C","Traffic Safety Education Program Fund (Sch. 29)","002120","Printing and Binding",2
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","45C","Traffic Safety Education Program Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","45C","Traffic Safety Education Program Fund (Sch. 29)","006010","Office and Administrative",6
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","46X","CalHome Trust Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","46X","CalHome Trust Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","46X","CalHome Trust Fund (Sch. 29)","006010","Office and Administrative",2
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","47X","HUD Connections Grant Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","47X","HUD Connections Grant Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","47X","HUD Connections Grant Fund (Sch. 29)","006010","Office and Administrative",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","49N","Housing Small Grants & Awards Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","49N","Housing Small Grants & Awards Fund (Sch. 29)","002120","Printing and Binding",99
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","49N","Housing Small Grants & Awards Fund (Sch. 29)","003040","Contractual Services",72
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","49N","Housing Small Grants & Awards Fund (Sch. 29)","006010","Office and Administrative",354
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","50T","Neighborhood Stabilization Program Fund (Sch. 29)","006010","Office and Administrative",5
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","517","Federal Emergency Shelter Grant Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","517","Federal Emergency Shelter Grant Fund (Sch. 29)","002120","Printing and Binding",9
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","517","Federal Emergency Shelter Grant Fund (Sch. 29)","003040","Contractual Services",7
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","517","Federal Emergency Shelter Grant Fund (Sch. 29)","006010","Office and Administrative",34
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","51S","ARRA Energy Efficiency & Conservation (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","002120","Printing and Binding",39
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","003040","Contractual Services",28
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","006010","Office and Administrative",139
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52P","ARRA EECBG Fund - Housing (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52P","ARRA EECBG Fund - Housing (Sch. 29)","002120","Printing and Binding",4
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52P","ARRA EECBG Fund - Housing (Sch. 29)","003040","Contractual Services",3
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","52P","ARRA EECBG Fund - Housing (Sch. 29)","006010","Office and Administrative",16
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","53Q","LEAD Grant Nine (Sch. 29)","002120","Printing and Binding",4
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","53Q","LEAD Grant Nine (Sch. 29)","003040","Contractual Services",3
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","53Q","LEAD Grant Nine (Sch. 29)","006010","Office and Administrative",15
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","006010","Office and Administrative",3
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54K","Healthy Homes 1 Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54K","Healthy Homes 1 Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54K","Healthy Homes 1 Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54K","Healthy Homes 1 Fund (Sch. 29)","006010","Office and Administrative",4
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54S","LEAD Grant 10 Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54S","LEAD Grant 10 Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54S","LEAD Grant 10 Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","54S","LEAD Grant 10 Fund (Sch. 29)","006010","Office and Administrative",5
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55A","CPUC - Gas Company Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55A","CPUC - Gas Company Fund (Sch. 29)","002120","Printing and Binding",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55A","CPUC - Gas Company Fund (Sch. 29)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55A","CPUC - Gas Company Fund (Sch. 29)","006010","Office and Administrative",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","002120","Printing and Binding",17
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","003040","Contractual Services",12
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","55J","Low and Moderate Income Housing Fund (Sch. 29)","006010","Office and Administrative",62
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","002120","Printing and Binding",280
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","003040","Contractual Services",203
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","006010","Office and Administrative",1003
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","002120","Printing and Binding",2
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","003040","Contractual Services",1
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","006010","Office and Administrative",9
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","001010","Salaries General",4187
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","002120","Printing and Binding",10
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","003040","Contractual Services",7
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","815","Municipal Housing Finance Fund (Sch. 48)","006010","Office and Administrative",36
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","100","General Fund","001010","Salaries General",52148
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","100","General Fund","003040","Contractual Services",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","356","Urban Development Action Grant Fund (Sch. 29)","003040","Contractual Services",NA
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","001010","Salaries General",1028483
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","001070","Salaries, As-Needed",1869
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","001090","Overtime General",495
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","002120","Printing and Binding",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","003040","Contractual Services",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","003310","Transportation",886
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","006010","Office and Administrative",4032
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","424","Community Development Trust Fund (Sch. 8)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","001010","Salaries General",5805430
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","001070","Salaries, As-Needed",13125
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","001090","Overtime General",3480
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","002120","Printing and Binding",4361
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","003040","Contractual Services",292735
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","003310","Transportation",6225
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","006010","Office and Administrative",28327
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4305","Rent Stabilization","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","006030","Leasing",249221
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","General Fund","100","General Fund","001010","Salaries General",209291
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","General Fund","240","Housing Production Revolving Fund (Sch. 29)","001010","Salaries General",0
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","General Fund","356","Urban Development Action Grant Fund (Sch. 29)","003040","Contractual Services",NA
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","001010","Salaries General",16686520
"43","Housing and Community Investment","43LVL5","Housing and Community Investment","4306","Multi-family Residential Code Enforcement","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","001070","Salaries, As-Needed",42054
