Dept_Code,Department_Name,SubDept_Code,SubDepartment_Name,Prog_Code,Program_Name,Program_Priority,Source_Fund_Code,Source_Fund_Name,Account_Code,Account_Name,Appropriation,Fiscal_Year,Expense_Type
87,Zoo,87LVL5,Zoo,8701,Animal General Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),6020,Operating Supplies,3600,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),1010,Salaries General,1375185,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),1070,"Salaries, As-Needed",110465,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),1090,Overtime General,NA,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),3040,Contractual Services,5000,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),3090,Field Equipment Expense,2000,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),4430,Uniforms,200,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),4570,Veterinary Supplies & Expense,4.00E+05,2018,
87,Zoo,87LVL5,Zoo,8702,Animal Health Care,A Livable and Sustainable City,40E,Zoo Enterprise Trust Fund (Sch. 44),6020,Operating Supplies,3600,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,1010,Salaries General,2467774,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,1070,"Salaries, As-Needed",21075,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,1090,Overtime General,NA,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,4000,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,3190,Medical Supplies,439623,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative,NA,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,842,Animal Sterilization Fund (Sch. 29),1070,"Salaries, As-Needed",116032,2018,
6,Animal Services,06LVL5,Animal Services,607,Animal Medical Services,A Livable and Sustainable City,842,Animal Sterilization Fund (Sch. 29),3190,Medical Supplies,48968,2018,
OTHERSPF,Other Special Purpose Funds,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_200,Reserve for Revenue Fluctuations,250000,2018,
OTHERSPF,Other Special Purpose Funds,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_204,Solid Waste Resources Revenue Fund,17000,2018,
OTHERSPF,Other Special Purpose Funds,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_210,Others (Prop K Maintenance),150000,2018,
OTHERSPF,Other Special Purpose Funds,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_244,Landscaping and Miscellaneous Maintenance,8.00E+05,2018,
OTHERSPF,Other Special Purpose Funds,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_299,Reimbursement of General Fund Costs,7313513,2018,
OTHERSPF,Other Special Purpose Funds,S24,Arts and Cultural Facilities and Services Trust Fund,3024,Arts and Cultural Facilities and Services Trust Fund,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),30_737,El Pueblo Fund,285000,2018,
OTHERSPF,Other Special Purpose Funds,62OTHER,Non-Departmental General,62DA,Arts and Cultural Opportunities,A Livable and Sustainable City,100,General Fund,620480,Arts and Cultural Fac. and Services Trust Fund,21700000,2018,
OTHERSPF,Other Special Purpose Funds,S25,Arts Development Fee Trust Fund,3025,Arts Development Fee Trust Fund,A Livable and Sustainable City,516,Arts Development Fee Trust Fund (Sch. 25),30_203,Arts Projects,1627319,2018,
OTHERSPF,Other Special Purpose Funds,S25,Arts Development Fee Trust Fund,3025,Arts Development Fee Trust Fund,A Livable and Sustainable City,516,Arts Development Fee Trust Fund (Sch. 25),30_480,Arts and Cultural Facilities and Services Fund (Schedule 24),554237,2018,
54,Capital Improvement Expenditure Program,54M,Capital Improvement Expenditure Program,54DA,Capital Improvements - Arts and Cultural Opportunities,A Livable and Sustainable City,100,General Fund,0005CIEP,CIEP - Municipal Facilities,167840,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,50BE,Capital Improvements - Flood Control,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),0010CIEP,CIEP - Physical Plant,1882733,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,54BE,Capital Improvements - Flood Control,A Livable and Sustainable City,100,General Fund,0010CIEP,CIEP - Physical Plant,5187699,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,54BE,Capital Improvements - Flood Control,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),0010CIEP,CIEP - Physical Plant,NA,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,54BE,Capital Improvements - Flood Control,A Livable and Sustainable City,59C,Measure M Local Return Fund (Sch. 52),0010CIEP,CIEP - Physical Plant,2083000,2018,
54,Capital Improvement Expenditure Program,54M,Capital Improvement Expenditure Program,88DC,Capital Improvements - Recreational Opportunities,A Livable and Sustainable City,209,Park and Recreational Sites and Facilities Fund (Sch. 15),0005CIEP,CIEP - Municipal Facilities,2500000,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,50CA,Capital Improvements - Street and Highway Transportation,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),0010CIEP,CIEP - Physical Plant,1378816,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,54CA,Capital Improvements - Street and Highway Transportation,A Livable and Sustainable City,100,General Fund,0010CIEP,CIEP - Physical Plant,1696000,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,54CA,Capital Improvements - Street and Highway Transportation,A Livable and Sustainable City,207,Local Transportation Fund (Sch. 34),0010CIEP,CIEP - Physical Plant,NA,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,54CA,Capital Improvements - Street and Highway Transportation,A Livable and Sustainable City,59C,Measure M Local Return Fund (Sch. 52),0010CIEP,CIEP - Physical Plant,11604739,2018,
54,Capital Improvement Expenditure Program,54P,Capital Improvement Expenditure Program,94CA,Capital Improvements - Street and Highway Transportation,A Livable and Sustainable City,207,Local Transportation Fund (Sch. 34),0010CIEP,CIEP - Physical Plant,0,2018,
54,Capital Improvement Expenditure Program,54W,Capital Improvement Expenditure Program,50BF,Capital Improvements - Wastewater,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),0015CIEP,CIEP - Clean Water,323100000,2018,
OTHERSPF,Other Special Purpose Funds,S45,Central Recycling Transfer Station Fund,5004,Central Recycling Transfer Station Fund,A Livable and Sustainable City,47R,Central Recycling Transfer Station Fund (Sch. 45),50_299,Reimbursement of General Fund Costs,639519,2018,
OTHERSPF,Other Special Purpose Funds,S45,Central Recycling Transfer Station Fund,5004,Central Recycling Transfer Station Fund,A Livable and Sustainable City,47R,Central Recycling Transfer Station Fund (Sch. 45),50_320,Private Haulers Expense,390000,2018,
OTHERSPF,Other Special Purpose Funds,S45,Central Recycling Transfer Station Fund,5004,Central Recycling Transfer Station Fund,A Livable and Sustainable City,47R,Central Recycling Transfer Station Fund (Sch. 45),50_325,Private Landfill Disposal Fees,2600000,2018,
OTHERSPF,Other Special Purpose Funds,S45,Central Recycling Transfer Station Fund,5004,Central Recycling Transfer Station Fund,A Livable and Sustainable City,47R,Central Recycling Transfer Station Fund (Sch. 45),50_47S,CLARTS Community Amenities,3.00E+05,2018,
OTHERSPF,Other Special Purpose Funds,S45,Central Recycling Transfer Station Fund,5004,Central Recycling Transfer Station Fund,A Livable and Sustainable City,47R,Central Recycling Transfer Station Fund (Sch. 45),50_508,Solid Waste Resources Revenue Fund (Schedule 2),428153,2018,
OTHERSPF,Other Special Purpose Funds,S45,Central Recycling Transfer Station Fund,5004,Central Recycling Transfer Station Fund,A Livable and Sustainable City,47R,Central Recycling Transfer Station Fund (Sch. 45),50_X82,PW-Sanitation Expense and Equipment,8162724,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,100,General Fund,1010,Salaries General,1323766,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,100,General Fund,1070,"Salaries, As-Needed",NA,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,100,General Fund,1090,Overtime General,8600,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,12334,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,0,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative,11312,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,100,General Fund,6020,Operating Supplies,3508,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,438,Construction Services Trust Fund (Sch. 29),3040,Contractual Services,1012000,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,44G,Affordable Housing Trust Fund (Sch. 6),3040,Contractual Services,NA,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,51Q,Measure R Local Return Fund (Sch. 49),1010,Salaries General,0,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,51Q,Measure R Local Return Fund (Sch. 49),3040,Contractual Services,375000,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,52D,Planning Case Processing Fund (Sch. 35),1010,Salaries General,83074,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,52F,Planning Long-Range Planning Fund (Sch. 29),1010,Salaries General,1378648,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,52F,Planning Long-Range Planning Fund (Sch. 29),3040,Contractual Services,5.00E+05,2018,
68,City Planning,68LVL5,City Planning,6801,Citywide Planning,A Livable and Sustainable City,52F,Planning Long-Range Planning Fund (Sch. 29),6010,Office and Administrative,0,2018,
OTHERSPF,Other Special Purpose Funds,S32,Citywide Recycling Trust Fund,5051,Citywide Recycling Fund,A Livable and Sustainable City,46D,Citywide Recycling Trust Fund (Sch. 32),50_299,Reimbursement of General Fund Costs,6321431,2018,
OTHERSPF,Other Special Purpose Funds,S32,Citywide Recycling Trust Fund,5051,Citywide Recycling Fund,A Livable and Sustainable City,46D,Citywide Recycling Trust Fund (Sch. 32),50_508,Solid Waste Resources Revenue Fund (Schedule 2),282946,2018,
OTHERSPF,Other Special Purpose Funds,S32,Citywide Recycling Trust Fund,5051,Citywide Recycling Fund,A Livable and Sustainable City,46D,Citywide Recycling Trust Fund (Sch. 32),50_901,Rate Stabilization Reserve,18544725,2018,
OTHERSPF,Other Special Purpose Funds,S32,Citywide Recycling Trust Fund,5051,Citywide Recycling Fund,A Livable and Sustainable City,46D,Citywide Recycling Trust Fund (Sch. 32),50_998,Private Sector Recycling Programs,6639567,2018,
OTHERSPF,Other Special Purpose Funds,S32,Citywide Recycling Trust Fund,5051,Citywide Recycling Fund,A Livable and Sustainable City,46D,Citywide Recycling Trust Fund (Sch. 32),50_TCR,Commercial Recycling Development and Capital Costs,1300000,2018,
OTHERSPF,Other Special Purpose Funds,S32,Citywide Recycling Trust Fund,5051,Citywide Recycling Fund,A Livable and Sustainable City,46D,Citywide Recycling Trust Fund (Sch. 32),50_TRI,Rebate and Incentives,3.00E+05,2018,
OTHERSPF,Other Special Purpose Funds,S32,Citywide Recycling Trust Fund,5051,Citywide Recycling Fund,A Livable and Sustainable City,46D,Citywide Recycling Trust Fund (Sch. 32),50_X82,PW-Sanitation Expense and Equipment,935000,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,508,Solid Waste Resources Revenue Fund (Sch. 2),1010,Salaries General,0,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),1010,Salaries General,166365,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,54W,Sixth Street Viaduct Improvement Fund (Sch. 29),1090,Overtime General,NA,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),1010,Salaries General,106767413,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),1070,"Salaries, As-Needed",254805,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),1090,Overtime General,1639799,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),1100,Hiring Hall Salaries,477025,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),1120,Benefits Hiring Hall,144203,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),1190,Overtime Hiring Hall,NA,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),3310,Transportation,127694,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),4430,Uniforms,35500,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),6010,Office and Administrative,146251,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),1010,Salaries General,3217773,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),1090,Overtime General,2000,2018,
82,Bureau of Sanitation,82LVL5,Bureau of Sanitation,8202,Clean Water,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),3310,Transportation,950,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,1070,"Salaries, As-Needed",NA,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,1090,Overtime General,6252,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,862,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,3030,Construction Expense,4582,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,38952,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,3090,Field Equipment Expense,13462,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative,7104,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,6020,Operating Supplies,426,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,100,General Fund,7300,"Furniture, Office, and Technical Equipment",NA,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,16Q,GOB Series 2008A Clean Water Cleanup Fund (Sch. 29),1010,Salaries General,NA,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,48R,Building and Safety Building Permit Fund (Sch. 40),3040,Contractual Services,10200,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),1010,Salaries General,2738450,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),1090,Overtime General,22654,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),2120,Printing and Binding,20072,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),3040,Contractual Services,82671,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),3090,Field Equipment Expense,12000,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),3310,Transportation,2860,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),6010,Office and Administrative,119746,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,511,Stormwater Pollution Abatement Fund (Sch. 7),6020,Operating Supplies,16523,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),1010,Salaries General,32135648,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),1090,Overtime General,537145,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),2120,Printing and Binding,5638,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),3030,Construction Expense,9536,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),3090,Field Equipment Expense,11517,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),3310,Transportation,45767,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),6010,Office and Administrative,281557,2018,
78,Bureau of Engineering,78LVL5,Bureau of Engineering,7803,Clean Water Infrastructure,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),6020,Operating Supplies,33717,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,100,General Fund,1010,Salaries General,10808,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1010,Salaries General,3196587,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1070,"Salaries, As-Needed",134805,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1090,Overtime General,15338,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2120,Printing and Binding,106699,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),3040,Contractual Services,58550,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),6010,Office and Administrative,69219,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),1010,Salaries General,950662,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),1070,"Salaries, As-Needed",3027,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),1090,Overtime General,5227,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),2120,Printing and Binding,36359,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),3040,Contractual Services,8928,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),6010,Office and Administrative,20950,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,56V,Foreclosure Registry Program Fund (Sch. 29),1010,Salaries General,628223,2018,
OTHERSPF,Other Special Purpose Funds,S42,Code Enforcement Trust Fund,4342,Code Enforcement Trust Fund,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),43_228,Rent and Code Outreach Program,731500,2018,
OTHERSPF,Other Special Purpose Funds,S42,Code Enforcement Trust Fund,4342,Code Enforcement Trust Fund,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),43_229,Hearing Officer Contract,171000,2018,
OTHERSPF,Other Special Purpose Funds,S42,Code Enforcement Trust Fund,4342,Code Enforcement Trust Fund,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),43_299,Reimbursement of General Fund Costs,14705481,2018,
OTHERSPF,Other Special Purpose Funds,S42,Code Enforcement Trust Fund,4342,Code Enforcement Trust Fund,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),43_411,Unallocated,31018194,2018,
OTHERSPF,Other Special Purpose Funds,S42,Code Enforcement Trust Fund,4342,Code Enforcement Trust Fund,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),43_412,Service Delivery,0,2018,
OTHERSPF,Other Special Purpose Funds,S42,Code Enforcement Trust Fund,4342,Code Enforcement Trust Fund,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),43_900,Contract Programming - Systems Upgrades,5.00E+05,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4310,Commissions and Community Engagement,A Livable and Sustainable City,100,General Fund,1010,Salaries General,242687,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4310,Commissions and Community Engagement,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),1010,Salaries General,176205,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4310,Commissions and Community Engagement,A Livable and Sustainable City,428,Community Service Block Grant Trust Fund (Sch. 13),1010,Salaries General,13534,2018,
43,Housing and Community Investment,43LVL5,Housing and Community Investment,4310,Commissions and Community Engagement,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),1010,Salaries General,0,2018,
65,Disability,65LVL5,Disability,6503,Community Affairs and Outreach,A Livable and Sustainable City,100,General Fund,1010,Salaries General,395644,2018,
65,Disability,65LVL5,Disability,6503,Community Affairs and Outreach,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,12500,2018,
65,Disability,65LVL5,Disability,6503,Community Affairs and Outreach,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative,12162,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,337,Cultural Affairs Grant Fund (Sch. 29),1070,"Salaries, As-Needed",NA,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),1010,Salaries General,2803396,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),1070,"Salaries, As-Needed",642869,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),1090,Overtime General,NA,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),2120,Printing and Binding,11325,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),3040,Contractual Services,113118,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),3310,Transportation,NA,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),4030,Art and Music Expense,106266,2018,
30,Cultural Affairs,30LVL5,Cultural Affairs,3001,Community Arts,A Livable and Sustainable City,480,Arts and Cultural Facilities & Services Fund (Sch. 24),6010,Office and Administrative,38010,2018,
