"dept_code","dept_name","prog_code","prog_name","fund_code","fund_name","account_code","account_name","new_key","budget_year","revenue_amount"
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4231","Miscellaneous Improvement Fee","7878041004231","2014_15_actuals",397320
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4233","Revocable Permit Fee","7878041004233","2014_15_actuals",501658
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4234","Dedication Investig &Processin","7878041004234","2014_15_actuals",1270450
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4235","Quitclaim For Easement","7878041004235","2014_15_actuals",44940
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4237","Blueprints Photocopy Mimeo Etc","7878041004237","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4238","Parcel Maps - Tent","7878041004238","2014_15_actuals",589176
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4239","Misc-Engr/St Lighting","7878041004239","2014_15_actuals",23851
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4245","Private Street Maps","7878041004245","2014_15_actuals",10569
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4246","Parcel Maps Final","7878041004246","2014_15_actuals",438817
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4247","Certificates Of Compliance","7878041004247","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4248","Site Plans","7878041004248","2014_15_actuals",253250
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4250","Survey Monument Fee Sharing","7878041004250","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4251","Release Of Agreements Fee","7878041004251","2014_15_actuals",16350
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4286","Trench Replacing","7878041004286","2014_15_actuals",51800
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4321","Geographic Information Systems","7878041004321","2014_15_actuals",20
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4329","Lot Split Affidavits","7878041004329","2014_15_actuals",540
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4334","Property Ownership Information","7878041004334","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4342","Photo Copies","7878041004342","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4345","Copies Of Map","7878041004345","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4350","Subpoena Fees","7878041004350","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4356","Equipment & Training Surcharge","7878041004356","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4597","Service To Harbor","7878041004597","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4659","One-Stop Permit Center Fees","7878041004659","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4660","Construction Traffic Mgmt Fee","7878041004660","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","4934","Leases & Rentals-Other","7878041004934","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5126","Fire Insurance Proceeds","7878041005126","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5161","Reimbursement Of Expenditures","7878041005161","2014_15_actuals",2400
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5188","Miscellaneous Revenue-Others","7878041005188","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5301","Reimb From Other Funds","7878041005301","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5328","Sewer Cons & Main Related Cost","7878041005328","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","7878041005331","2014_15_actuals",1146446
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5342","St Lighting Assess Rel Cost","7878041005342","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5361","Related Cost Reimb-Others","7878041005361","2014_15_actuals",NA
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5364","Related Cost Arra - Prior Year","7878041005364","2014_15_actuals",807
"78","Bureau of Engineering","7804","Development Services and Permits","100","General Fund","5742","Miscellaneous Deposits","7878041005742","2014_15_actuals",2125
"78","Bureau of Engineering","7805","Mobility","100","General Fund","3242","B Permits","7878051003242","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4237","Blueprints Photocopy Mimeo Etc","7878051004237","2014_15_actuals",3421
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4250","Survey Monument Fee Sharing","7878051004250","2014_15_actuals",186280
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4321","Geographic Information Systems","7878051004321","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4334","Property Ownership Information","7878051004334","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4342","Photo Copies","7878051004342","2014_15_actuals",136
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4345","Copies Of Map","7878051004345","2014_15_actuals",4415
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4350","Subpoena Fees","7878051004350","2014_15_actuals",150
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4597","Service To Harbor","7878051004597","2014_15_actuals",1006
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4660","Construction Traffic Mgmt Fee","7878051004660","2014_15_actuals",183259
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4931","Lease & Rental Of City Properties","7878051004931","2014_15_actuals",80
"78","Bureau of Engineering","7805","Mobility","100","General Fund","4934","Leases & Rentals-Other","7878051004934","2014_15_actuals",27634
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5188","Miscellaneous Revenue-Others","7878051005188","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5301","Reimb From Other Funds","7878051005301","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5304","Gas Tax Projects","7878051005304","2014_15_actuals",2062863
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5311","Reimb-Metro Rail Project","7878051005311","2014_15_actuals",1262967
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5314","Proposition C Projects","7878051005314","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5328","Sewer Cons & Main Related Cost","7878051005328","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","7878051005331","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5340","Prop C Antigridlock Rel Cost","7878051005340","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5347","Spl Gas Tx Reimb Fd Rel Cost","7878051005347","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5361","Related Cost Reimb-Others","7878051005361","2014_15_actuals",NA
"78","Bureau of Engineering","7805","Mobility","100","General Fund","5373","Measure M Rel Cost","7878051005373","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4237","Blueprints Photocopy Mimeo Etc","7878071004237","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4250","Survey Monument Fee Sharing","7878071004250","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4321","Geographic Information Systems","7878071004321","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4334","Property Ownership Information","7878071004334","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4342","Photo Copies","7878071004342","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4345","Copies Of Map","7878071004345","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4350","Subpoena Fees","7878071004350","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4597","Service To Harbor","7878071004597","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","4934","Leases & Rentals-Other","7878071004934","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5188","Miscellaneous Revenue-Others","7878071005188","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5301","Reimb From Other Funds","7878071005301","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5317","Seismic Bond Fund","7878071005317","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5319","Reimb Prop F Animal Bond Fund","7878071005319","2014_15_actuals",31934
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5320","Reimb Prop F Fire Bond Fund","7878071005320","2014_15_actuals",168133
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5321","Reimb Prop Q Police/Fire Fund","7878071005321","2014_15_actuals",183551
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5322","Proposition K Funds","7878071005322","2014_15_actuals",1300000
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5328","Sewer Cons & Main Related Cost","7878071005328","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5336","Mobile Src Air Pollut Rel Cost","7878071005336","2014_15_actuals",23115
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5337","Prop A Local Transit Rel Cost","7878071005337","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5339","Telecom Liq Damages Rel Cost","7878071005339","2014_15_actuals",NA
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5342","St Lighting Assess Rel Cost","7878071005342","2014_15_actuals",22516
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5346","Related Cost Reimb Fr Grants","7878071005346","2014_15_actuals",35095
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","General Fund","5361","Related Cost Reimb-Others","7878071005361","2014_15_actuals",NA
"78","Bureau of Engineering","7850","General Administration and Support","100","General Fund","5328","Sewer Cons & Main Related Cost","7878501005328","2014_15_actuals",NA
"82","Bureau of Sanitation","8201","Watershed Protection","100","General Fund","5323","Reimb Prop O Storm Water Clean","8282011005323","2014_15_actuals",NA
"82","Bureau of Sanitation","8201","Watershed Protection","100","General Fund","5328","Sewer Cons & Main Related Cost","8282011005328","2014_15_actuals",NA
"82","Bureau of Sanitation","8201","Watershed Protection","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8282011005338","2014_15_actuals",3435335
"82","Bureau of Sanitation","8202","Clean Water","100","General Fund","5311","Reimb-Metro Rail Project","8282021005311","2014_15_actuals",1024
"82","Bureau of Sanitation","8202","Clean Water","100","General Fund","5328","Sewer Cons & Main Related Cost","8282021005328","2014_15_actuals",55355346
"82","Bureau of Sanitation","8202","Clean Water","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8282021005338","2014_15_actuals",NA
"82","Bureau of Sanitation","8202","Clean Water","100","General Fund","5742","Miscellaneous Deposits","8282021005742","2014_15_actuals",20
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5301","Reimb From Other Funds","8282031005301","2014_15_actuals",NA
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5325","Reimb-Multi Family Bulky Item","8282031005325","2014_15_actuals",1127260
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5326","Reim-Clarts(Ctrl La Rcyclg Tr)","8282031005326","2014_15_actuals",115900
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","8282031005331","2014_15_actuals",652737
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8282031005338","2014_15_actuals",NA
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","8282031005345","2014_15_actuals",29483353
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5356","Household Hazard Waste Rel Cost","8282031005356","2014_15_actuals",270230
"82","Bureau of Sanitation","8203","Solid Resources","100","General Fund","5357","Citywide Recycling Rel Cost","8282031005357","2014_15_actuals",2998903
"82","Bureau of Sanitation","8299","Bureau of Sanitation - Default Program","100","General Fund","3282","Filming Permits","8282991003282","2014_15_actuals",NA
"82","Bureau of Sanitation","8299","Bureau of Sanitation - Default Program","100","General Fund","4651","Miscellaneous Service Charges","8282991004651","2014_15_actuals",NA
"82","Bureau of Sanitation","8299","Bureau of Sanitation - Default Program","100","General Fund","5168","Reimb Of Prior Year Salary","8282991005168","2014_15_actuals",2821
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","3811","Reimb From Other Agencies","8484011003811","2014_15_actuals",106360
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","4342","Photo Copies","8484011004342","2014_15_actuals",15
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5168","Reimb Of Prior Year Salary","8484011005168","2014_15_actuals",NA
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5301","Reimb From Other Funds","8484011005301","2014_15_actuals",110327
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5304","Gas Tax Projects","8484011005304","2014_15_actuals",454015
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5311","Reimb-Metro Rail Project","8484011005311","2014_15_actuals",344667
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5317","Seismic Bond Fund","8484011005317","2014_15_actuals",NA
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5328","Sewer Cons & Main Related Cost","8484011005328","2014_15_actuals",106729
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","8484011005331","2014_15_actuals",144038
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5334","Community Dev Tr Related Cost","8484011005334","2014_15_actuals",21189
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5340","Prop C Antigridlock Rel Cost","8484011005340","2014_15_actuals",NA
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5342","St Lighting Assess Rel Cost","8484011005342","2014_15_actuals",2034131
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5347","Spl Gas Tx Reimb Fd Rel Cost","8484011005347","2014_15_actuals",NA
"84","Bureau of Street Lighting","8401","Design and Construction","100","General Fund","5361","Related Cost Reimb-Others","8484011005361","2014_15_actuals",17355
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","General Fund","5304","Gas Tax Projects","8484021005304","2014_15_actuals",151339
"84","Bureau of Street Lighting","8402","System Operation, Maintenance, and Repair","100","General Fund","5342","St Lighting Assess Rel Cost","8484021005342","2014_15_actuals",2222858
"84","Bureau of Street Lighting","8403","Street Lighting Assessment","100","General Fund","5342","St Lighting Assess Rel Cost","8484031005342","2014_15_actuals",331770
"84","Bureau of Street Lighting","8450","General Administration and Support","100","General Fund","5342","St Lighting Assess Rel Cost","8484501005342","2014_15_actuals",850092
"86","Bureau of Street Services","8601","Weed Abatement, Brush, and Debris Removal","100","General Fund","3176","Weed Assessments","8686011003176","2014_15_actuals",602971
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3246","Building Material Permits","8686021003246","2014_15_actuals",2185499
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3247","Canopy Permits","8686021003247","2014_15_actuals",420
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3248","Canopy Renewals","8686021003248","2014_15_actuals",1008
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3249","House Number Curb Permits","8686021003249","2014_15_actuals",422
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3250","House Moving,Filing,Pmt Inspec","8686021003250","2014_15_actuals",50
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3251","Overload Permits","8686021003251","2014_15_actuals",461055
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3254","Newsrack Permit Fees","8686021003254","2014_15_actuals",150637
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3283","Maintenance Hole Permits","8686021003283","2014_15_actuals",26874
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3293","Public Right Of Way Const Enf","8686021003293","2014_15_actuals",1045984
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","3364","State Highway Agreements","8686021003364","2014_15_actuals",NA
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4229","Special Excavation Inspection","8686021004229","2014_15_actuals",NA
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4282","Overload Inspection Fees","8686021004282","2014_15_actuals",289
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4285","Import/Export Of Earth Materia","8686021004285","2014_15_actuals",129888
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4297","Newsrack Remov & Storage Fees","8686021004297","2014_15_actuals",620
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4298","Newstand Permit Fees","8686021004298","2014_15_actuals",13563
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4658","Special Events","8686021004658","2014_15_actuals",106111
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4659","One-Stop Permit Center Fees","8686021004659","2014_15_actuals",NA
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4811","Fines For Illegal Signs","8686021004811","2014_15_actuals",47107
"86","Bureau of Street Services","8602","Investigation and Enforcement","100","General Fund","4815","Fines And Penalties-Others","8686021004815","2014_15_actuals",14219
"86","Bureau of Street Services","8603","Street Cleaning","100","General Fund","3364","State Highway Agreements","8686031003364","2014_15_actuals",NA
"86","Bureau of Street Services","8603","Street Cleaning","100","General Fund","5304","Gas Tax Projects","8686031005304","2014_15_actuals",2808661
"86","Bureau of Street Services","8603","Street Cleaning","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8686031005338","2014_15_actuals",1209064
"86","Bureau of Street Services","8603","Street Sweeping","100","General Fund","5367","Measure R Traffic Relief Oh Reimb","8686031005367","2014_15_actuals",NA
"86","Bureau of Street Services","8604","Street Tree and Parkway Maintenance","100","General Fund","3256","Tree Removal Permit","8686041003256","2014_15_actuals",55012
"86","Bureau of Street Services","8604","Street Tree and Parkway Maintenance","100","General Fund","4296","Street Tree Planting","8686041004296","2014_15_actuals",21700
"86","Bureau of Street Services","8604","Street Tree and Parkway Maintenance","100","General Fund","5304","Gas Tax Projects","8686041005304","2014_15_actuals",3744881
"86","Bureau of Street Services","8604","Street Tree and Parkway Maintenance","100","General Fund","5361","Related Cost Reimb-Others","8686041005361","2014_15_actuals",NA
"86","Bureau of Street Services","8605","Maintaining Streets","100","General Fund","4288","Misc St Maintenance","8686051004288","2014_15_actuals",915
"86","Bureau of Street Services","8605","Maintaining Streets","100","General Fund","4658","Special Events","8686051004658","2014_15_actuals",215438
"86","Bureau of Street Services","8605","Maintaining Streets","100","General Fund","5304","Gas Tax Projects","8686051005304","2014_15_actuals",8425983
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","3811","Reimb From Other Agencies","8686061003811","2014_15_actuals",NA
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","4201","Engineering Fees","8686061004201","2014_15_actuals",NA
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","4287","Outside Service-Misc","8686061004287","2014_15_actuals",23652
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","5168","Reimb Of Prior Year Salary","8686061005168","2014_15_actuals",4896
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","5301","Reimb From Other Funds","8686061005301","2014_15_actuals",3113363
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","5304","Gas Tax Projects","8686061005304","2014_15_actuals",13731231
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","8686061005331","2014_15_actuals",587379
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","5361","Related Cost Reimb-Others","8686061005361","2014_15_actuals",NA
"86","Bureau of Street Services","8606","Pavement Preservation","100","General Fund","5367","Measure R Traffic Relief Oh Reimb","8686061005367","2014_15_actuals",2308242
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","4281","Street Repairs-Water Blowouts","8686071004281","2014_15_actuals",2310174
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5121","Damage Claims & Settlements","8686071005121","2014_15_actuals",61753
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5304","Gas Tax Projects","8686071005304","2014_15_actuals",2496587
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5311","Reimb-Metro Rail Project","8686071005311","2014_15_actuals",670306
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","8686071005331","2014_15_actuals",NA
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5337","Prop A Local Transit Rel Cost","8686071005337","2014_15_actuals",189004
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8686071005338","2014_15_actuals",164872
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5361","Related Cost Reimb-Others","8686071005361","2014_15_actuals",NA
"86","Bureau of Street Services","8607","Street Improvement Construction","100","General Fund","5367","Measure R Traffic Relief Oh Reimb","8686071005367","2014_15_actuals",577061
"86","Bureau of Street Services","8608","Street Improvement Engineering","100","General Fund","4201","Engineering Fees","8686081004201","2014_15_actuals",NA
"86","Bureau of Street Services","8608","Street Improvement Engineering","100","General Fund","5311","Reimb-Metro Rail Project","8686081005311","2014_15_actuals",NA
"86","Bureau of Street Services","8608","Street Improvement Engineering","100","General Fund","5361","Related Cost Reimb-Others","8686081005361","2014_15_actuals",NA
"86","Bureau of Street Services","8608","Street Improvement Engineering","100","General Fund","5367","Measure R Traffic Relief Oh Reimb","8686081005367","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","3811","Reimb From Other Agencies","8686501003811","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","4287","Outside Service-Misc","8686501004287","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","5121","Damage Claims & Settlements","8686501005121","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","5168","Reimb Of Prior Year Salary","8686501005168","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","5188","Miscellaneous Revenue-Others","8686501005188","2014_15_actuals",4101
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","5337","Prop A Local Transit Rel Cost","8686501005337","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","8686501005338","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","5361","Related Cost Reimb-Others","8686501005361","2014_15_actuals",NA
"86","Bureau of Street Services","8650","General Administration and Support","100","General Fund","5742","Miscellaneous Deposits","8686501005742","2014_15_actuals",NA
"86","Bureau of Street Services","8699","Bureau of Street Services - Default Program","100","General Fund","4659","One-Stop Permit Center Fees","8686991004659","2014_15_actuals",NA
"8","Building and Safety","801","Residential Engineering Plan Checking","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88011005359","2014_15_actuals",9e+06
"8","Building and Safety","802","New Commercial Construction Inspection","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88021005359","2014_15_actuals",10377965
"8","Building and Safety","804","Conservation of Existing Structures and Mechanical Devices","100","General Fund","4225","Miscellaneous Adm Services","88041004225","2014_15_actuals",25020
"8","Building and Safety","804","Conservation of Existing Structures and Mechanical Devices","100","General Fund","4350","Subpoena Fees","88041004350","2014_15_actuals",35920
"8","Building and Safety","804","Conservation of Existing Structures and Mechanical Devices","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88041005359","2014_15_actuals",2e+06
"8","Building and Safety","804","Conservation of Existing Structures and Mechanical Devices","100","General Fund","5361","Related Cost Reimb-Others","88041005361","2014_15_actuals",137855
"8","Building and Safety","811","Structural Plan Checking","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","88111005331","2014_15_actuals",4019057
"8","Building and Safety","811","Structural Plan Checking","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88111005359","2014_15_actuals",NA
"8","Building and Safety","812","Green Buildings and Electrical and Mechanical Engineering","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","88121005331","2014_15_actuals",NA
"8","Building and Safety","812","Green Buildings and Electrical and Mechanical Engineering","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88121005359","2014_15_actuals",NA
"8","Building and Safety","813","Grading Reports and Inspection","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","88131005331","2014_15_actuals",NA
"8","Building and Safety","813","Grading Reports and Inspection","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88131005359","2014_15_actuals",NA
"8","Building and Safety","814","Residential Inspection","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","88141005331","2014_15_actuals",NA
"8","Building and Safety","814","Residential Inspection","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88141005359","2014_15_actuals",NA
"8","Building and Safety","815","Commercial Inspection and Licensing","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","88151005331","2014_15_actuals",NA
"8","Building and Safety","815","Commercial Inspection and Licensing","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88151005359","2014_15_actuals",NA
"8","Building and Safety","816","Development Services Case Management","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","88161005331","2014_15_actuals",NA
"8","Building and Safety","816","Development Services Case Management","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","88161005359","2014_15_actuals",NA
"8","Building and Safety","817","Residential and Commercial Code Enforcement","100","General Fund","4222","Special Enforcement Fees","88171004222","2014_15_actuals",250
"8","Building and Safety","817","Residential and Commercial Code Enforcement","100","General Fund","4223","Investigation Fees","88171004223","2014_15_actuals",1289563
"8","Building and Safety","817","Residential and Commercial Code Enforcement","100","General Fund","4224","Non-Compliance Fee","88171004224","2014_15_actuals",1242383
"8","Building and Safety","817","Residential and Commercial Code Enforcement","100","General Fund","4350","Subpoena Fees","88171004350","2014_15_actuals",NA
"8","Building and Safety","817","Residential and Commercial Code Enforcement","100","General Fund","4675","Code Violation Inspection Fee.","88171004675","2014_15_actuals",2103700
"8","Building and Safety","817","Residential and Commercial Code Enforcement","100","General Fund","4813","Repeat Violation Fee","88171004813","2014_15_actuals",2200
"8","Building and Safety","817","Residential and Commercial Code Enforcement","100","General Fund","5168","Reimb Of Prior Year Salary","88171005168","2014_15_actuals",22
