"dept_code","dept_name","prog_code","prog_name","fund_code","fund_name","account_code","account_name","new_key","2014_15_actuals","2015_16_adopted_budget","2015_16_estimates","2016_17_adopted_budget","2016_17_estimates","2016_17_proposed_budget","2017_18_proposed"
"32","Information Technology Agency","3209","Network Engineering and Operations","100","General Fund","5370","Cost Reimbursement From Library","3232091005370",NA,NA,NA,NA,611187,NA,730260
"32","Information Technology Agency","3210","Data Engineering and Operations","100","General Fund","4600","Service To Lacers","3232101004600",29880,NA,NA,NA,NA,NA,NA
"32","Information Technology Agency","3211","Business Applications and Web Services","100","General Fund","4595","Service To Airports","3232111004595",33500,NA,NA,NA,33500,NA,0
"32","Information Technology Agency","3211","Business Applications and Web Services","100","General Fund","4596","Service To Water & Power","3232111004596",42000,NA,286,NA,42000,NA,0
"32","Information Technology Agency","3211","Business Applications and Web Services","100","General Fund","4597","Service To Harbor","3232111004597",30000,NA,30000,NA,30000,NA,25000
"32","Information Technology Agency","3211","Business Applications and Web Services","100","General Fund","5161","Reimbursement Of Expenditures","3232111005161",34600,NA,NA,NA,NA,NA,NA
"32","Information Technology Agency","3211","Business Applications and Web Services","100","General Fund","5339","Telecom Liq Damages Rel Cost","3232111005339",NA,NA,441518,414905,414905,414905,592607
"32","Information Technology Agency","3211","Business Applications and Web Services","100","General Fund","5342","St Lighting Assess Rel Cost","3232111005342",NA,NA,NA,NA,102645,NA,0
"32","Information Technology Agency","3250","General Administration and Support","100","General Fund","3811","Reimb From Other Agencies","3232501003811",22215,500,12440,500,500,500,500
"32","Information Technology Agency","3250","General Administration and Support","100","General Fund","5168","Reimb Of Prior Year Salary","3232501005168",306,NA,NA,NA,512,NA,0
"32","Information Technology Agency","3250","General Administration and Support","100","General Fund","5188","Miscellaneous Revenue-Others","3232501005188",19784,NA,28217,NA,605,NA,0
"32","Information Technology Agency","3250","General Administration and Support","100","General Fund","5339","Telecom Liq Damages Rel Cost","3232501005339",138955,NA,NA,NA,NA,NA,NA
"32","Information Technology Agency","3299","Information Technology - Default Program","100","General Fund","5301","Reimb From Other Funds","3232991005301",NA,NA,NA,NA,65293,NA,0
"33","El Pueblo de Los Angeles","3350","General Administration and Support","100","General Fund","5301","Reimb From Other Funds","3333501005301",250,NA,NA,NA,NA,NA,NA
"35","Emergency Management","3501","Emergency Management","100","General Fund","3513","County Grants - Others","3535011003513",NA,NA,NA,NA,132000,NA,132000
"35","Emergency Management","3501","Emergency Management","100","General Fund","3685","Emergency Management Assistnce","3535011003685",615363,639204,639204,645000,640594,645000,644976
"35","Emergency Management","3501","Emergency Management","100","General Fund","5188","Miscellaneous Revenue-Others","3535011005188",68,200,NA,1000,22392,1000,300
"35","Emergency Management","3501","Emergency Management","100","General Fund","5301","Reimb From Other Funds","3535011005301",299,NA,30210,128000,4200,1000,10000
"35","Emergency Management","3501","Emergency Management","100","General Fund","5328","Sewer Cons & Main Related Cost","3535011005328",123013,127365,127000,131614,131614,131614,106625
"35","Emergency Management","3501","Emergency Management","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","3535011005331",NA,27750,28000,NA,NA,NA,NA
"35","Emergency Management","3501","Emergency Management","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","3535011005338",871,NA,NA,NA,NA,NA,NA
"35","Emergency Management","3501","Emergency Management","100","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","3535011005345",88488,127365,127000,131614,131614,131614,106625
"38","Fire","3803","Fire Suppression","100","General Fund","3811","Reimb From Other Agencies","3838031003811",2634037,3e+05,5200000,1300000,4500000,1300000,2e+06
"38","Fire","3803","Fire Suppression","100","General Fund","4114","Fire Services For San Fernando","3838031004114",2969721,2700000,2841311,2841311,2700000,2841311,2800000
"38","Fire","3803","Fire Suppression","100","General Fund","4115","Fire Services Restitution","3838031004115",69313,130000,94000,130000,45000,130000,55000
"38","Fire","3803","Fire Suppression","100","General Fund","4117","Miscellaneous-Fire Service","3838031004117",238559,290500,250000,290500,NA,290500,NA
"38","Fire","3803","Fire Suppression","100","General Fund","4595","Service To Airports","3838031004595",23621482,24255000,29661188,29299904,27281413,29299904,29070343
"38","Fire","3803","Fire Suppression","100","General Fund","4596","Service To Water & Power","3838031004596",1621432,1775395,2014034,1946797,2109974,1946797,1977650
"38","Fire","3803","Fire Suppression","100","General Fund","4597","Service To Harbor","3838031004597",16617409,17197682,17984629,26632756,25168708,26632756,29392068
"38","Fire","3805","Hazardous Materials Enforcement","100","General Fund","4120","Unified Program-Annual Fees","3838051004120",4848821,NA,5600000,5474833,5475000,5400000,5500000
"38","Fire","3805","Hazardous Materials Enforcement","100","General Fund","4157","Underground Storage Tk-Plan Ck","3838051004157",415561,NA,480000,480000,495000,480000,525000
"38","Fire","3806","Fire Prevention","100","General Fund","3177","Brush Removals","3838061003177",1240614,1100000,1100000,1100000,1100000,1100000,1100000
"38","Fire","3806","Fire Prevention","100","General Fund","3282","Filming Permits","3838061003282",2036416,1725000,2100000,2e+06,2100000,1720000,2100000
"38","Fire","3806","Fire Prevention","100","General Fund","4111","Continuing Permits Section5704","3838061004111",3956594,3e+06,3600000,3e+06,4e+06,3e+06,3800000
"38","Fire","3806","Fire Prevention","100","General Fund","4112","Non-Continuing Permits","3838061004112",2525136,2900000,2100000,2900000,2300000,2900000,2300000
"38","Fire","3806","Fire Prevention","100","General Fund","4113","Fire Safety Off Cost Recovery","3838061004113",1498560,1500000,1500000,1500000,1500000,1500000,1500000
"38","Fire","3806","Fire Prevention","100","General Fund","4116","Inspection Restitution","3838061004116",806938,1880000,1100000,1880000,2350000,1880000,1880000
"38","Fire","3806","Fire Prevention","100","General Fund","4117","Miscellaneous-Fire Service","3838061004117",443037,539500,4e+05,539500,6e+05,539500,630000
"38","Fire","3806","Fire Prevention","100","General Fund","4118","Fire Hydrant Instltn/Replcmnt","3838061004118",560110,5e+05,6e+05,5e+05,830000,5e+05,650000
"38","Fire","3806","Fire Prevention","100","General Fund","4119","Non-Compliance Inspection Fees","3838061004119",67516,30000,24000,30000,40000,30000,45000
"38","Fire","3806","Fire Prevention","100","General Fund","4120","Unified Program-Annual Fees","3838061004120",NA,5400000,NA,NA,NA,NA,NA
"38","Fire","3806","Fire Prevention","100","General Fund","4121","High-Rise Inspection Fee","3838061004121",3490185,3600000,3600000,3600000,4135000,3600000,4e+06
"38","Fire","3806","Fire Prevention","100","General Fund","4122","Fire Sfty Clear Insp-Care Facil","3838061004122",43592,38000,54000,38000,45000,38000,45000
"38","Fire","3806","Fire Prevention","100","General Fund","4123","Brush Clearance Restitution","3838061004123",1766194,1300000,1300000,1300000,1300000,1300000,1300000
"38","Fire","3806","Fire Prevention","100","General Fund","4124","Brush Non-Compliance Fee","3838061004124",174829,130000,130000,130000,65000,130000,130000
"38","Fire","3806","Fire Prevention","100","General Fund","4152","Cons Plan Checking","3838061004152",6039610,6e+06,7e+06,7e+06,8e+06,7e+06,7750000
"38","Fire","3806","Fire Prevention","100","General Fund","4157","Underground Storage Tk-Plan Ck","3838061004157",NA,480000,NA,NA,NA,NA,NA
"38","Fire","3806","Fire Prevention","100","General Fund","4243","Spot Check Prog Cost Recovery","3838061004243",634780,550000,615000,615000,655000,550000,690000
"38","Fire","3806","Fire Prevention","100","General Fund","5301","Reimb From Other Funds","3838061005301",NA,NA,NA,NA,0,NA,375000
"38","Fire","3806","Fire Prevention","100","General Fund","5311","Reimb-Metro Rail Project","3838061005311",969784,2e+05,590000,2e+05,3e+05,2e+05,250000
"38","Fire","3808","Emergency Medical Service","100","General Fund","3811","Reimb From Other Agencies","3838081003811",NA,NA,NA,5800000,NA,NA,NA
"38","Fire","3808","Emergency Medical Service","100","General Fund","4451","Emergency Ambulance Services","3838081004451",71961589,7.5e+07,77131000,7.8e+07,7.1e+07,7.7e+07,7.6e+07
"38","Fire","3808","Emergency Medical Service","100","General Fund","4453","Ground Emergency Medical Transport","3838081004453",4827438,4e+06,9404097,6229205,9475000,6229205,9400000
"38","Fire","3808","Emergency Medical Service","100","General Fund","4595","Service To Airports","3838081004595",2624609,2586000,NA,NA,3031268,NA,3230038
"38","Fire","3808","Emergency Medical Service","100","General Fund","4597","Service To Harbor","3838081004597",513940,515000,NA,NA,778414,NA,830652
"38","Fire","3847","Training","100","General Fund","5301","Reimb From Other Funds","3838471005301",NA,NA,NA,83750,NA,NA,NA
"38","Fire","3850","General Administration and Support","100","General Fund","4332","Bad Check Collection Fees","3838501004332",665,NA,315,NA,315,NA,0
"38","Fire","3850","General Administration and Support","100","General Fund","4903","Interest Income-Other","3838501004903",20567,NA,NA,NA,NA,NA,NA
"38","Fire","3850","General Administration and Support","100","General Fund","5121","Damage Claims & Settlements","3838501005121",2416,NA,269,NA,2000,NA,0
"38","Fire","3850","General Administration and Support","100","General Fund","5161","Reimbursement Of Expenditures","3838501005161",NA,NA,NA,NA,31000,NA,0
"38","Fire","3850","General Administration and Support","100","General Fund","5163","Reimb Empl Rel - Uflac","3838501005163",NA,2e+05,2e+05,2e+05,0,2e+05,2e+05
"38","Fire","3850","General Administration and Support","100","General Fund","5169","Jury Duty Reimbursement","3838501005169",32,NA,NA,NA,45,NA,0
"38","Fire","3850","General Administration and Support","100","General Fund","5175","Collection Fee","3838501005175",4219,NA,59423,NA,17000,NA,15000
"38","Fire","3850","General Administration and Support","100","General Fund","5188","Miscellaneous Revenue-Others","3838501005188",158450,2e+05,156000,2e+05,125000,2e+05,2e+05
"38","Fire","3850","General Administration and Support","100","General Fund","5301","Reimb From Other Funds","3838501005301",1097673,3e+05,8e+05,3e+05,526000,3e+05,0
"38","Fire","3850","General Administration and Support","100","General Fund","5320","Reimb Prop F Fire Bond Fund","3838501005320",127404,124074,124074,NA,NA,NA,NA
"38","Fire","3850","General Administration and Support","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","3838501005331",210323,NA,275039,NA,162000,NA,1e+05
"38","Fire","3850","General Administration and Support","100","General Fund","5346","Related Cost Reimb Fr Grants","3838501005346",155993,NA,NA,NA,NA,NA,NA
"39","Finance","3901","Revenue Management","100","General Fund","4327","Audit Serv To Outside Agencies","3939011004327",NA,5500,NA,NA,NA,NA,NA
"39","Finance","3901","Revenue Management","100","General Fund","4332","Bad Check Collection Fees","3939011004332",NA,5000,NA,NA,NA,NA,NA
"39","Finance","3901","Revenue Management","100","General Fund","4339","Miscellaneous Gov't Services","3939011004339",NA,5000,NA,NA,NA,NA,NA
"39","Finance","3901","Revenue Management","100","General Fund","4902","Interest On Pooled Invest-Gen Fund","3939011004902",15619234,NA,14990000,16640000,NA,NA,NA
"39","Finance","3901","Revenue Management","100","General Fund","5122","Attorney Fees","3939011005122",16601,10000,117881,13000,6500,13000,5000
"39","Finance","3901","Revenue Management","100","General Fund","5123","Accident Collections","3939011005123",203693,285000,170000,170000,200766,170000,170000
"39","Finance","3901","Revenue Management","100","General Fund","5165","W&P Reim Utility User Tx Exemp","3939011005165",NA,49151,NA,NA,NA,NA,NA
"39","Finance","3901","Revenue Management","100","General Fund","5171","City Atty Collection Services","3939011005171",90303,5e+05,50000,50000,NA,50000,NA
"39","Finance","3901","Revenue Management","100","General Fund","5175","Collection Fee","3939011005175",400910,350000,350000,350000,304396,350000,3e+05
"39","Finance","3901","Revenue Management","100","General Fund","5188","Miscellaneous Revenue-Others","3939011005188",206297,62000,125000,725000,NA,25000,NA
"39","Finance","3901","Revenue Management","100","General Fund","5328","Sewer Cons & Main Related Cost","3939011005328",NA,390362,NA,NA,NA,NA,NA
"39","Finance","3901","Revenue Management","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","3939011005331",NA,35240,NA,NA,NA,NA,NA
"39","Finance","3902","Treasury Services","100","General Fund","4595","Service To Airports","3939021004595",215494,469960,529560,559724,597623,559724,716946
"39","Finance","3902","Treasury Services","100","General Fund","4596","Service To Water & Power","3939021004596",685863,1072785,1147366,1384583,1375951,1384583,1525467
"39","Finance","3902","Treasury Services","100","General Fund","4597","Service To Harbor","3939021004597",234139,248572,311981,309628,320799,309628,380447
"39","Finance","3902","Treasury Services","100","General Fund","4651","Miscellaneous Service Charges","3939021004651",2675176,2600000,3e+06,3e+06,3e+06,3e+06,3e+06
"39","Finance","3902","Treasury Services","100","General Fund","4657","St Improv Bond Serv Fees","3939021004657",1033,960,950,950,360,950,360
"39","Finance","3902","Treasury Services","100","General Fund","4837","Escheatment-Unclaimed Mat Bond","3939021004837",NA,NA,58908,NA,NA,NA,NA
"39","Finance","3902","Treasury Services","100","General Fund","5301","Reimb From Other Funds","3939021005301",NA,NA,402262,NA,55301,NA,0
"39","Finance","3902","Treasury Services","100","General Fund","5328","Sewer Cons & Main Related Cost","3939021005328",252997,NA,440775,395106,395106,395106,421859
"39","Finance","3902","Treasury Services","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","3939021005331",NA,162090,197330,NA,NA,NA,NA
"39","Finance","3905","LATAX System Support","100","General Fund","4332","Bad Check Collection Fees","3939051004332",5454,NA,5000,5000,4976,5000,5000
"39","Finance","3905","LATAX System Support","100","General Fund","4339","Miscellaneous Gov't Services","3939051004339",5850,NA,5000,5000,5000,5000,5000
"39","Finance","3906","Customer Service","100","General Fund","5165","W&P Reim Utility User Tx Exemp","3939061005165",44501,NA,35611,35611,65412,35611,572611
"39","Finance","3908","Investment","100","General Fund","4902","Interest On Pooled Invest-Gen Fund","3939081004902",NA,NA,NA,NA,20206000,NA,23957000
"39","Finance","3909","Tax and Permit","100","General Fund","4327","Audit Serv To Outside Agencies","3939091004327",NA,NA,5500,5500,5500,5500,5500
"39","Finance","3950","General Administration and Support","100","General Fund","5168","Reimb Of Prior Year Salary","3939501005168",18,NA,NA,NA,NA,NA,NA
"39","Finance","3950","General Administration and Support","100","General Fund","5169","Jury Duty Reimbursement","3939501005169",NA,NA,NA,NA,34,NA,0
"39","Finance","3950","General Administration and Support","100","General Fund","5301","Reimb From Other Funds","3939501005301",NA,NA,13959,NA,NA,NA,NA
"39","Finance","3950","General Administration and Support","100","General Fund","5361","Related Cost Reimb-Others","3939501005361",NA,NA,NA,NA,0,NA,86608
"39","Finance","3999","Finance - Default Program","100","General Fund","4902","Interest On Pooled Invest-Gen Fund","3939991004902",NA,13500000,NA,NA,NA,NA,NA
"40","General Services","4001","Custodial Services","100","General Fund","5168","Reimb Of Prior Year Salary","4040011005168",NA,NA,4000,NA,NA,NA,NA
"40","General Services","4001","Custodial Services","100","General Fund","5301","Reimb From Other Funds","4040011005301",26961,NA,NA,NA,NA,NA,NA
"40","General Services","4001","Custodial Services","100","General Fund","5370","Cost Reimbursement From Library","4040011005370",3055701,3565678,3575678,3739445,3739445,3739445,4109445
"40","General Services","4002","Building Maintenance","100","General Fund","5188","Miscellaneous Revenue-Others","4040021005188",NA,NA,NA,NA,1100000,NA,0
"40","General Services","4002","Building Maintenance","100","General Fund","5301","Reimb From Other Funds","4040021005301",2249,NA,NA,NA,NA,NA,NA
"40","General Services","4002","Building Maintenance","100","General Fund","5370","Cost Reimbursement From Library","4040021005370",4065406,3947187,3958187,4097667,4336891,4097667,4367891
"40","General Services","4003","Construction Forces","100","General Fund","4595","Service To Airports","4040031004595",3150816,NA,6360000,NA,327686,NA,0
"40","General Services","4003","Construction Forces","100","General Fund","4596","Service To Water & Power","4040031004596",NA,NA,NA,NA,4e+06,NA,1e+06
"40","General Services","4003","Construction Forces","100","General Fund","5301","Reimb From Other Funds","4040031005301",30161,NA,NA,NA,NA,NA,NA
"40","General Services","4004","Real Estate Services","100","General Fund","4931","Lease & Rental Of City Properties","4040041004931",910679,811000,1e+06,1e+06,1e+06,1e+06,1.3e+07
"40","General Services","4004","Real Estate Services","100","General Fund","4933","Figueroa Plaza Revenue","4040041004933",6695589,3634000,1600000,5000661,2040000,5000661,4300000
"40","General Services","4004","Real Estate Services","100","General Fund","4934","Leases & Rentals-Other","4040041004934",NA,NA,NA,NA,100200,NA,0
"40","General Services","4004","Real Estate Services","100","General Fund","4951","Oil Royalties & Rentals","4040041004951",188168,325000,150000,190000,116804,190000,116804
"40","General Services","4004","Real Estate Services","100","General Fund","5126","Fire Insurance Proceeds","4040041005126",18983300,2458000,17958000,NA,NA,NA,NA
"40","General Services","4004","Real Estate Services","100","General Fund","5141","Sale Of Surplus Property","4040041005141",1592976,NA,1e+05,1e+05,1e+05,1e+05,2400000
"40","General Services","4004","Real Estate Services","100","General Fund","5301","Reimb From Other Funds","4040041005301",30500,NA,NA,NA,NA,NA,NA
"40","General Services","4004","Real Estate Services","100","General Fund","5370","Cost Reimbursement From Library","4040041005370",NA,239224,239224,239224,NA,239224,NA
"40","General Services","4005","Parking Services","100","General Fund","5301","Reimb From Other Funds","4040051005301",553760,510000,510000,510000,522438,510000,510000
"40","General Services","4005","Parking Services","100","General Fund","5361","Related Cost Reimb-Others","4040051005361",225559,NA,185000,204905,226207,204905,0
"40","General Services","4005","Parking Services","100","General Fund","5370","Cost Reimbursement From Library","4040051005370",NA,318118,318118,318118,318118,318118,318118
"40","General Services","4007","Emergency Management and Special Services","100","General Fund","5370","Cost Reimbursement From Library","4040071005370",301587,NA,NA,NA,NA,NA,NA
"40","General Services","4008","Fleet Services","100","General Fund","4595","Service To Airports","4040081004595",155786,220000,160000,155000,4360000,155000,1e+05
"40","General Services","4008","Fleet Services","100","General Fund","5301","Reimb From Other Funds","4040081005301",1362439,NA,356000,3e+05,NA,3e+05,NA
"40","General Services","4008","Fleet Services","100","General Fund","5308","Helicopter Flight Reimb","4040081005308",1083586,880000,880000,880000,950000,880000,950000
"40","General Services","4008","Fleet Services","100","General Fund","5325","Reimb-Multi Family Bulky Item","4040081005325",215806,221508,222000,222927,222927,222927,258082
"40","General Services","4008","Fleet Services","100","General Fund","5328","Sewer Cons & Main Related Cost","4040081005328",1231950,1172497,1478000,1088362,1434552,1088362,1365663
"40","General Services","4008","Fleet Services","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4040081005331",NA,406806,407000,NA,NA,NA,NA
"40","General Services","4008","Fleet Services","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","4040081005338",106423,133227,133000,163713,163713,163713,140123
"40","General Services","4008","Fleet Services","100","General Fund","5342","St Lighting Assess Rel Cost","4040081005342",103373,100816,102000,250552,250552,250552,217898
"40","General Services","4008","Fleet Services","100","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","4040081005345",14217492,14533833,14564000,14553743,14574044,14553743,16854580
"40","General Services","4008","Fleet Services","100","General Fund","5352","Street Damage Fee Rel Cost","4040081005352",NA,1308052,1308000,1458376,1458376,1458376,0
"40","General Services","4008","Fleet Services","100","General Fund","5370","Cost Reimbursement From Library","4040081005370",61617,59013,59013,59013,59013,59013,59013
"40","General Services","4009","Fuel and Environmental Compliance","100","General Fund","5161","Reimbursement Of Expenditures","4040091005161",1460183,NA,690000,345000,1290000,345000,7e+05
"40","General Services","4009","Fuel and Environmental Compliance","100","General Fund","5301","Reimb From Other Funds","4040091005301",310,NA,NA,NA,NA,NA,NA
"40","General Services","4009","Fuel and Environmental Compliance","100","General Fund","5370","Cost Reimbursement From Library","4040091005370",NA,49417,49417,49417,49417,49417,49417
"40","General Services","4010","Standards and Testing Services","100","General Fund","3242","B Permits","4040101003242",2300,2e+05,4e+05,4e+05,5e+05,4e+05,145000
"40","General Services","4010","Standards and Testing Services","100","General Fund","4227","Laboratory Testing Fees","4040101004227",3685562,2900000,3800000,3600000,3e+06,3600000,3300000
"40","General Services","4010","Standards and Testing Services","100","General Fund","5304","Gas Tax Projects","4040101005304",625845,785253,785000,NA,NA,NA,NA
"40","General Services","4010","Standards and Testing Services","100","General Fund","5311","Reimb-Metro Rail Project","4040101005311",NA,115884,115600,70843,70843,70843,187950
"40","General Services","4010","Standards and Testing Services","100","General Fund","5328","Sewer Cons & Main Related Cost","4040101005328",335583,1335635,403000,1298191,425672,1298191,1863276
"40","General Services","4010","Standards and Testing Services","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4040101005331",NA,450706,450000,NA,NA,NA,NA
"40","General Services","4010","Standards and Testing Services","100","General Fund","5340","Prop C Antigridlock Rel Cost","4040101005340",149125,136592,137000,179319,179319,179319,305507
"40","General Services","4010","Standards and Testing Services","100","General Fund","5361","Related Cost Reimb-Others","4040101005361",NA,NA,NA,NA,0,NA,34814
"40","General Services","4010","Standards and Testing Services","100","General Fund","5367","Measure R Traffic Relief Oh Reimb","4040101005367",340127,999004,999000,972361,972361,972361,978877
"40","General Services","4011","Supply Management","100","General Fund","4597","Service To Harbor","4040111004597",NA,NA,202500,NA,NA,NA,NA
"40","General Services","4011","Supply Management","100","General Fund","5142","Salvage Receipts","4040111005142",2121070,1375000,1700000,9800000,4800000,9800000,3800000
"40","General Services","4011","Supply Management","100","General Fund","5188","Miscellaneous Revenue-Others","4040111005188",NA,NA,47288,1e+05,0,1e+05,1e+05
"40","General Services","4011","Supply Management","100","General Fund","5328","Sewer Cons & Main Related Cost","4040111005328",2303157,2141575,2764000,2207127,2733377,2207127,2868573
"40","General Services","4011","Supply Management","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4040111005331",NA,427791,428000,NA,NA,NA,NA
"40","General Services","4011","Supply Management","100","General Fund","5342","St Lighting Assess Rel Cost","4040111005342",204561,204131,203000,438666,438666,438666,467886
"40","General Services","4011","Supply Management","100","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","4040111005345",1501128,1568061,1538000,1494628,1474327,1494628,1993016
"40","General Services","4012","Mail Services","100","General Fund","4600","Service To Lacers","4040121004600",93148,50000,50000,50000,50000,50000,50000
"40","General Services","4012","Mail Services","100","General Fund","4602","Charge-Back Pensions","4040121004602",37553,38000,38000,38000,38000,38000,38000
"40","General Services","4012","Mail Services","100","General Fund","5328","Sewer Cons & Main Related Cost","4040121005328",113607,119556,136000,120722,131899,120722,139641
"40","General Services","4012","Mail Services","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4040121005331",NA,4695,5000,NA,NA,NA,NA
"40","General Services","4012","Mail Services","100","General Fund","5370","Cost Reimbursement From Library","4040121005370",NA,22300,22300,22300,22300,22300,22300
"40","General Services","4050","General Administration and Support","100","General Fund","4228","Misc General Services Receipts","4040501004228",30,100,39000,10000,100,10000,0
"40","General Services","4050","General Administration and Support","100","General Fund","4332","Bad Check Collection Fees","4040501004332",105,NA,NA,NA,NA,NA,NA
"40","General Services","4050","General Administration and Support","100","General Fund","4339","Miscellaneous Gov't Services","4040501004339",NA,NA,269327,NA,NA,NA,NA
"40","General Services","4050","General Administration and Support","100","General Fund","5161","Reimbursement Of Expenditures","4040501005161",NA,550000,NA,NA,NA,NA,NA
"40","General Services","4050","General Administration and Support","100","General Fund","5168","Reimb Of Prior Year Salary","4040501005168",7465,NA,NA,NA,NA,NA,NA
"40","General Services","4050","General Administration and Support","100","General Fund","5188","Miscellaneous Revenue-Others","4040501005188",734442,1e+05,NA,3e+05,0,3e+05,3e+05
"40","General Services","4050","General Administration and Support","100","General Fund","5328","Sewer Cons & Main Related Cost","4040501005328",44315,64736,63490,63490,52392,63490,66957
"40","General Services","4050","General Administration and Support","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4040501005331",NA,15681,16000,NA,NA,NA,NA
"40","General Services","4050","General Administration and Support","100","General Fund","5361","Related Cost Reimb-Others","4040501005361",NA,NA,NA,21302,NA,21302,NA
"40","General Services","4050","General Administration and Support","100","General Fund","5741","Other Financing Sources","4040501005741",469532,NA,NA,NA,NA,NA,NA
"40","General Services","4099","General Services - Default Program","100","General Fund","4332","Bad Check Collection Fees","4040991004332",NA,NA,NA,NA,85,NA,0
"40","General Services","4099","General Services - Default Program","100","General Fund","5188","Miscellaneous Revenue-Others","4040991005188",NA,NA,NA,NA,806142,NA,0
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5329","Rent Control Related Cost","4343011005329",275961,NA,514554,9096,NA,9096,NA
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4343011005331",NA,4872345,503495,NA,180447,NA,0
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5334","Community Dev Tr Related Cost","4343011005334",310362,723599,357714,846187,462184,846187,1115986
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5335","Community Svcs Adm Gr Rel Cost","4343011005335",31079,NA,50351,4596,NA,4596,NA
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5341","Home Invest Prtnrship Rel Cost","4343011005341",88020,466678,133294,651551,392373,651551,726999
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5344","Hsg Opp Persons W/ Aids Rel Cost","4343011005344",7193,NA,8481,191,NA,191,NA
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5346","Related Cost Reimb Fr Grants","4343011005346",53702,NA,85807,2087,5506,2087,0
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5351","Code Enforcement Rel Cost","4343011005351",873249,NA,1674318,17099,NA,17099,NA
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5361","Related Cost Reimb-Others","4343011005361",149788,1062142,146319,549180,927989,549180,1280791
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5363","Related Cost - Arra","4343011005363",7456,32961,11323,NA,NA,NA,NA
"43","Housing and Community Investment","4301","Finance and Development","100","General Fund","5366","Federal Emerg Shelter Rel Cost","4343011005366",3495,NA,2937,64,NA,64,NA
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5329","Rent Control Related Cost","4343021005329",148654,NA,277178,8634,3704,8634,0
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4343021005331",NA,NA,271221,NA,121820,NA,0
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5334","Community Dev Tr Related Cost","4343021005334",167185,372461,192691,457775,277034,457775,156277
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5335","Community Svcs Adm Gr Rel Cost","4343021005335",16741,NA,27123,NA,612,NA,0
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5341","Home Invest Prtnrship Rel Cost","4343021005341",47415,414776,71803,277390,512901,277390,437931
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5344","Hsg Opp Persons W/ Aids Rel Cost","4343021005344",3874,NA,4568,NA,89,NA,0
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5346","Related Cost Reimb Fr Grants","4343021005346",28928,NA,46222,26480,109,26480,0
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5351","Code Enforcement Rel Cost","4343021005351",470399,NA,901915,29139,12810,29139,37082
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5361","Related Cost Reimb-Others","4343021005361",80688,1030599,78818,1007865,587992,1007865,1148561
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5363","Related Cost - Arra","4343021005363",4017,191729,6099,NA,NA,NA,NA
"43","Housing and Community Investment","4302","Affordable Housing Asset Management","100","General Fund","5366","Federal Emerg Shelter Rel Cost","4343021005366",1883,NA,1582,NA,41,NA,0
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","5329","Rent Control Related Cost","4343041005329",129879,39895,242171,16373,NA,16373,NA
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","4343041005331",NA,NA,236966,NA,80722,NA,0
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","5334","Community Dev Tr Related Cost","4343041005334",146070,657611,168356,746159,371712,746159,961924
"43","Housing and Community Investment","4304","Strategic Planning and Policy Development","100","General Fund","5335","Community Svcs Adm Gr Rel Cost","4343041005335",14627,46733,23699,57746,58109,57746,49583
